id;labels
65258;Swiping Left
3141;Zooming In With Full Hand
11967;Thumb Up
57939;No gesture
115145;Zooming In With Full Hand
18784;Swiping Right
109486;Swiping Right
118158;Thumb Up
83019;Thumb Down
75310;Zooming In With Full Hand
94989;No gesture
146766;Zooming Out With Full Hand
131395;No gesture
2017;Zooming Out With Full Hand
67411;Swiping Left
69985;Zooming Out With Full Hand
136402;Zooming Out With Full Hand
791;Zooming Out With Full Hand
44848;Zooming Out With Full Hand
133078;Thumb Up
112669;Thumb Down
66576;Thumb Down
48169;Thumb Down
83221;Thumb Down
65626;Zooming Out With Full Hand
59510;Thumb Up
50421;Swiping Right
123356;Zooming In With Full Hand
131180;Zooming Out With Full Hand
78251;Swiping Left
35830;No gesture
137850;Zooming In With Full Hand
141057;Thumb Down
43527;Zooming Out With Full Hand
11564;Swiping Right
113635;Zooming In With Full Hand
41765;No gesture
112192;Thumb Down
142796;Thumb Down
64869;Zooming Out With Full Hand
137197;Swiping Right
47743;Thumb Down
15912;Swiping Left
33156;No gesture
143321;Thumb Up
131875;Thumb Down
116391;Swiping Left
133031;Thumb Up
4947;No gesture
2857;Thumb Up
125444;Thumb Down
65765;Thumb Up
144050;Swiping Left
70315;Thumb Down
761;Swiping Left
51397;Thumb Down
96126;Zooming In With Full Hand
105558;Zooming In With Full Hand
80099;Swiping Left
142198;Zooming In With Full Hand
141520;Thumb Up
112752;Swiping Right
101971;Thumb Down
35170;Thumb Down
122317;Swiping Left
122355;Swiping Left
66367;Zooming In With Full Hand
98577;Swiping Left
14010;Zooming In With Full Hand
79693;Thumb Up
20251;Zooming Out With Full Hand
50106;Swiping Right
54731;Thumb Up
70605;Thumb Up
34864;Swiping Left
126995;Zooming Out With Full Hand
124060;Swiping Right
138916;Swiping Left
44082;Thumb Up
77387;Zooming Out With Full Hand
66293;No gesture
12878;Thumb Up
3252;No gesture
130251;Zooming Out With Full Hand
88020;Swiping Right
24142;Thumb Up
49281;No gesture
134182;Swiping Right
60635;Swiping Right
12984;Swiping Right
130116;No gesture
55511;Thumb Down
45970;Thumb Down
20577;Swiping Left
32151;Thumb Up
67524;Swiping Right
43979;Thumb Up
11439;Swiping Right
64282;Thumb Up
53597;Zooming In With Full Hand
125255;Swiping Left
124764;Zooming Out With Full Hand
141206;Swiping Right
107021;Swiping Left
60679;Thumb Up
49678;Thumb Down
35558;Swiping Right
81115;Swiping Left
121260;No gesture
88335;Zooming In With Full Hand
125925;Thumb Down
3155;Zooming In With Full Hand
68306;Swiping Right
13783;Zooming Out With Full Hand
37007;Swiping Left
51447;No gesture
87453;Thumb Down
40683;Thumb Down
49527;Zooming Out With Full Hand
46809;Swiping Left
12612;Swiping Right
106845;Thumb Up
4062;No gesture
50335;Thumb Down
67071;Swiping Left
58474;Zooming Out With Full Hand
85289;Swiping Right
93649;Zooming In With Full Hand
1906;Thumb Up
2601;Thumb Down
1401;Zooming Out With Full Hand
111697;Zooming In With Full Hand
48565;Swiping Left
100197;Zooming In With Full Hand
117455;Zooming In With Full Hand
78353;Swiping Left
48613;Zooming Out With Full Hand
107738;Zooming Out With Full Hand
124684;No gesture
123126;Zooming In With Full Hand
112667;Zooming In With Full Hand
16914;No gesture
144623;Thumb Up
146570;Thumb Down
24697;Thumb Down
101034;Zooming Out With Full Hand
143064;Thumb Down
99756;Zooming Out With Full Hand
49516;Swiping Right
6887;Thumb Up
58052;Zooming In With Full Hand
98491;Thumb Down
115482;Thumb Down
49723;Thumb Down
1475;Zooming Out With Full Hand
14620;Swiping Right
118884;Swiping Left
137215;Swiping Right
29625;Thumb Up
68807;Swiping Right
119269;Swiping Right
129375;Swiping Left
47168;Zooming Out With Full Hand
67017;No gesture
76890;No gesture
113750;No gesture
38079;Zooming In With Full Hand
124743;Zooming Out With Full Hand
26646;Thumb Up
80195;Thumb Down
42293;Thumb Up
128672;Thumb Down
125216;Swiping Left
9130;Thumb Down
131705;Swiping Left
33117;No gesture
17919;Thumb Up
47605;Thumb Up
56569;Thumb Up
61021;Zooming Out With Full Hand
50266;No gesture
99187;Zooming In With Full Hand
6306;Thumb Up
106799;Zooming In With Full Hand
133826;Swiping Left
91219;Zooming In With Full Hand
13737;Thumb Down
119838;Zooming Out With Full Hand
41722;Zooming Out With Full Hand
84083;Swiping Left
127363;No gesture
50935;Swiping Left
112340;Zooming In With Full Hand
1471;Zooming Out With Full Hand
34150;Swiping Left
119801;Swiping Left
106672;Zooming Out With Full Hand
30177;Swiping Right
48808;Swiping Left
136568;Thumb Up
100217;Thumb Down
41493;No gesture
146600;Swiping Right
51255;No gesture
104325;Thumb Up
144779;Swiping Left
111581;Swiping Right
135124;Zooming Out With Full Hand
98914;Zooming Out With Full Hand
121952;Thumb Down
38130;Swiping Left
80315;Swiping Right
123857;Thumb Down
127726;Zooming Out With Full Hand
63736;Thumb Up
71144;Zooming Out With Full Hand
121858;Swiping Right
127524;Zooming In With Full Hand
116207;Swiping Left
56403;Swiping Left
115921;Swiping Right
54950;Thumb Up
5177;Swiping Right
7312;Swiping Left
131771;Zooming Out With Full Hand
13200;Thumb Up
108284;Zooming In With Full Hand
32236;Zooming Out With Full Hand
54405;Swiping Right
75312;Zooming Out With Full Hand
12450;Swiping Right
68568;Swiping Left
143364;Zooming Out With Full Hand
45946;No gesture
136778;Thumb Down
126970;Thumb Down
134298;Swiping Right
142923;Zooming In With Full Hand
36880;Zooming In With Full Hand
123647;Thumb Up
73603;Swiping Left
133690;Zooming Out With Full Hand
120333;Zooming Out With Full Hand
30054;Swiping Right
5754;Thumb Down
66362;No gesture
131842;Zooming Out With Full Hand
87471;Swiping Left
90548;Thumb Up
123118;Thumb Down
11034;Swiping Right
15860;Zooming Out With Full Hand
62962;No gesture
121289;Swiping Left
7321;Thumb Up
83676;No gesture
129994;Thumb Up
85663;Thumb Up
49142;No gesture
34669;Thumb Up
78312;Thumb Down
14297;Thumb Up
4646;Zooming In With Full Hand
37124;Thumb Up
47432;Thumb Down
81793;Swiping Left
48168;No gesture
96086;Swiping Left
92293;Zooming Out With Full Hand
39083;Swiping Left
132462;Zooming Out With Full Hand
95898;No gesture
17971;No gesture
73271;Zooming Out With Full Hand
20051;No gesture
117362;Swiping Right
44953;Swiping Right
41290;Thumb Up
47912;Swiping Right
130228;Swiping Right
85457;Zooming In With Full Hand
51277;Swiping Left
69890;No gesture
83705;Thumb Up
20929;Zooming Out With Full Hand
28847;Zooming In With Full Hand
25924;Zooming Out With Full Hand
57860;Zooming In With Full Hand
88664;Thumb Up
120076;Zooming Out With Full Hand
45622;Thumb Down
7532;Zooming In With Full Hand
55597;Zooming Out With Full Hand
12083;Zooming In With Full Hand
46454;Swiping Right
83267;Thumb Up
129207;Swiping Right
142384;Zooming Out With Full Hand
52591;Thumb Down
11280;Thumb Down
71284;Thumb Up
28504;Swiping Left
122188;Swiping Left
30367;No gesture
34164;Swiping Right
52508;Thumb Up
145252;Thumb Down
93581;Thumb Up
77091;Thumb Up
145707;Thumb Down
52493;No gesture
128003;Swiping Left
146018;Swiping Left
89448;Zooming In With Full Hand
88754;No gesture
131086;Thumb Up
65691;Swiping Left
93275;Swiping Left
30264;Swiping Left
102740;Thumb Up
123430;Swiping Left
127485;Thumb Down
123220;Thumb Up
94509;Thumb Down
30580;Swiping Left
145574;Thumb Up
94063;Zooming Out With Full Hand
26015;No gesture
42245;Zooming In With Full Hand
22100;Thumb Up
141073;Swiping Left
89143;Swiping Left
9052;No gesture
80849;Zooming Out With Full Hand
74548;No gesture
47157;Thumb Up
8143;Zooming Out With Full Hand
90864;Swiping Right
76603;Thumb Up
107648;Swiping Left
63489;Thumb Up
84098;No gesture
8388;Thumb Down
775;Thumb Up
146195;Swiping Left
60571;Swiping Right
129697;Thumb Down
79352;Zooming In With Full Hand
1601;Zooming Out With Full Hand
37732;Thumb Up
142518;Swiping Right
103851;No gesture
84850;Zooming Out With Full Hand
126985;Thumb Up
41757;No gesture
7770;Swiping Right
6680;Thumb Up
7913;Zooming Out With Full Hand
40282;No gesture
7720;Thumb Down
95908;Swiping Left
94523;Thumb Down
440;Zooming In With Full Hand
45200;Thumb Down
43929;Thumb Down
10430;Thumb Up
114913;Thumb Down
106184;Zooming In With Full Hand
77133;Zooming Out With Full Hand
55413;No gesture
110437;Thumb Down
133096;Swiping Left
129745;No gesture
35436;Zooming In With Full Hand
102504;Zooming Out With Full Hand
38497;Thumb Down
42051;No gesture
88328;Thumb Down
110619;Thumb Up
106824;Zooming In With Full Hand
141702;Zooming In With Full Hand
70732;Zooming Out With Full Hand
25047;Swiping Left
69434;Thumb Up
145305;Swiping Left
17386;No gesture
47253;Thumb Up
98706;Thumb Down
1542;Swiping Left
121309;Thumb Down
90618;Thumb Down
48431;Thumb Down
113079;Thumb Up
7200;Thumb Down
30163;Thumb Up
36321;Swiping Right
92391;Zooming In With Full Hand
145907;Zooming In With Full Hand
136516;Thumb Up
130798;Zooming Out With Full Hand
17773;Thumb Down
42563;Thumb Down
40022;Swiping Left
144559;Zooming Out With Full Hand
49620;Zooming In With Full Hand
143945;Thumb Up
142006;Thumb Up
37615;Swiping Right
49330;Swiping Left
46234;Zooming Out With Full Hand
114476;Swiping Left
46458;Swiping Left
82330;No gesture
33274;Thumb Up
36861;Thumb Up
70524;Thumb Up
102634;No gesture
129851;Thumb Up
107044;Swiping Left
58865;Zooming Out With Full Hand
11219;Swiping Left
26750;Zooming In With Full Hand
135438;Zooming Out With Full Hand
8171;Thumb Down
9610;Thumb Up
132784;Zooming Out With Full Hand
108720;Zooming In With Full Hand
131962;Zooming Out With Full Hand
35364;No gesture
66919;No gesture
3575;Zooming Out With Full Hand
112812;No gesture
40510;No gesture
105456;Swiping Right
24394;Thumb Down
116369;Thumb Up
136670;Zooming In With Full Hand
64589;No gesture
57270;Zooming In With Full Hand
57025;Thumb Up
10641;Zooming Out With Full Hand
105990;No gesture
146990;Thumb Up
19843;Zooming Out With Full Hand
108924;Thumb Down
114923;Swiping Right
1695;Swiping Right
35927;Swiping Right
145678;Zooming In With Full Hand
38306;Thumb Up
45707;Thumb Up
143402;Thumb Up
56004;Swiping Left
86483;No gesture
29303;No gesture
15343;Swiping Left
132412;Swiping Right
83557;Thumb Down
128629;Zooming Out With Full Hand
97655;No gesture
112417;Zooming In With Full Hand
93285;Zooming In With Full Hand
83342;Swiping Right
57006;Thumb Up
12406;Thumb Up
145630;Swiping Right
139291;Swiping Left
118568;No gesture
50735;Swiping Left
71735;Zooming Out With Full Hand
95757;Zooming In With Full Hand
91451;No gesture
124025;Thumb Up
80488;No gesture
29304;Swiping Right
90671;Zooming In With Full Hand
50186;Zooming Out With Full Hand
11561;Swiping Right
70249;Zooming Out With Full Hand
59164;Swiping Right
142130;Swiping Left
44611;No gesture
53929;No gesture
103929;No gesture
35344;Swiping Right
34084;Thumb Up
96015;Thumb Up
88255;Zooming Out With Full Hand
130689;Swiping Right
44534;Thumb Up
23060;Zooming Out With Full Hand
29718;Zooming In With Full Hand
120;Thumb Up
61204;Zooming In With Full Hand
127854;Zooming In With Full Hand
77884;Zooming Out With Full Hand
42593;No gesture
60944;Thumb Up
5899;Zooming Out With Full Hand
17263;Zooming Out With Full Hand
119604;Swiping Right
141989;Zooming Out With Full Hand
45661;Thumb Up
112156;Zooming Out With Full Hand
137884;Swiping Left
21274;Swiping Right
87310;Zooming Out With Full Hand
57755;Thumb Down
55940;Zooming In With Full Hand
86789;Swiping Right
65966;Zooming In With Full Hand
132061;Swiping Left
27810;Swiping Right
78425;Thumb Down
31741;Thumb Down
101549;Thumb Down
96393;No gesture
132178;Zooming In With Full Hand
77923;Zooming In With Full Hand
121459;Thumb Up
22082;Thumb Down
22194;Zooming Out With Full Hand
123209;Thumb Down
135647;Thumb Up
84145;Thumb Down
126391;Zooming In With Full Hand
60347;Thumb Down
34465;Zooming In With Full Hand
75979;Swiping Right
79906;Zooming Out With Full Hand
44662;Thumb Up
146850;Zooming In With Full Hand
119197;Thumb Up
3455;No gesture
4419;Swiping Left
56062;Zooming Out With Full Hand
114603;Zooming Out With Full Hand
109749;Thumb Up
115753;Thumb Down
13939;Zooming In With Full Hand
43312;Thumb Up
96706;Swiping Left
107922;Swiping Left
85529;Swiping Left
62548;Zooming Out With Full Hand
74089;Swiping Left
51926;No gesture
100771;Thumb Down
69450;Zooming In With Full Hand
36726;No gesture
84712;No gesture
84286;Swiping Left
6706;Swiping Right
53798;Swiping Left
45077;Thumb Down
24070;No gesture
6456;No gesture
132180;Swiping Left
56784;Zooming In With Full Hand
115310;Thumb Down
32920;Swiping Left
39767;Zooming In With Full Hand
56414;Zooming Out With Full Hand
63431;Zooming Out With Full Hand
27080;No gesture
62000;Zooming In With Full Hand
36666;Thumb Down
8092;Zooming Out With Full Hand
41964;Zooming Out With Full Hand
69476;No gesture
26914;Thumb Up
137497;Thumb Down
129834;Thumb Up
106423;Swiping Right
15528;Zooming In With Full Hand
3553;Thumb Down
101423;No gesture
133596;No gesture
27085;No gesture
129400;Swiping Left
103610;Thumb Down
140707;Swiping Left
114334;Zooming In With Full Hand
37776;Swiping Left
35163;Swiping Right
53209;Thumb Down
74356;Thumb Down
7257;Swiping Left
64754;No gesture
57981;Zooming Out With Full Hand
134843;Thumb Down
22011;Zooming Out With Full Hand
39563;Thumb Up
75994;Zooming Out With Full Hand
115228;Swiping Right
52103;No gesture
127615;No gesture
144744;No gesture
78043;Thumb Down
123364;Swiping Right
132488;Thumb Down
113379;Zooming In With Full Hand
29862;Thumb Up
66089;Thumb Up
95650;Swiping Left
25159;Thumb Up
134968;Swiping Left
81975;Swiping Right
75553;No gesture
45650;Swiping Right
74343;Thumb Up
35877;Zooming In With Full Hand
24795;Thumb Up
455;Swiping Right
6777;Zooming In With Full Hand
13565;Zooming In With Full Hand
57753;Thumb Down
127200;Swiping Left
68041;Swiping Right
105697;Swiping Left
43715;No gesture
40959;Thumb Up
137288;Swiping Left
4663;Swiping Right
49217;Swiping Right
123617;Thumb Up
120286;Zooming In With Full Hand
20944;Zooming Out With Full Hand
34614;Thumb Down
103062;Swiping Left
122628;Zooming In With Full Hand
5545;Swiping Left
139673;Thumb Down
84493;Swiping Left
102704;Swiping Left
103833;Zooming Out With Full Hand
111282;Thumb Down
39081;Thumb Down
4104;Zooming In With Full Hand
120877;Thumb Up
69898;Zooming Out With Full Hand
52173;Swiping Right
88488;Thumb Up
95544;No gesture
33486;Zooming In With Full Hand
135675;Swiping Right
116525;Zooming In With Full Hand
96011;Zooming Out With Full Hand
83498;Swiping Right
52375;Zooming In With Full Hand
39682;Thumb Down
13583;Zooming In With Full Hand
62965;Swiping Left
81696;Thumb Up
22796;Zooming Out With Full Hand
65245;Thumb Up
136027;Swiping Left
123297;Zooming In With Full Hand
103736;Thumb Down
99474;Thumb Up
27750;No gesture
146525;Zooming Out With Full Hand
112480;Zooming Out With Full Hand
145376;Swiping Left
67832;Thumb Down
63224;No gesture
105668;Zooming In With Full Hand
22552;Zooming In With Full Hand
98063;No gesture
125094;Zooming In With Full Hand
60653;Zooming In With Full Hand
51578;Zooming Out With Full Hand
42994;Zooming Out With Full Hand
148090;Swiping Left
92329;Thumb Down
113910;Thumb Up
65193;Swiping Left
129258;No gesture
18415;No gesture
40078;Thumb Down
42282;Swiping Right
96019;Thumb Up
31979;Thumb Up
38695;Zooming In With Full Hand
133870;Zooming Out With Full Hand
65;Swiping Right
14919;Zooming In With Full Hand
102873;Thumb Down
72201;Thumb Down
20200;Swiping Left
121966;Swiping Left
93518;Swiping Right
65758;No gesture
117053;Swiping Left
132512;Thumb Up
37910;Swiping Left
42004;Thumb Down
116707;Swiping Left
25320;Swiping Right
39087;Swiping Right
58533;Thumb Up
62409;Zooming Out With Full Hand
12014;Thumb Down
67326;Thumb Down
43414;Thumb Up
45354;No gesture
22960;Zooming Out With Full Hand
121552;Swiping Left
77959;No gesture
127244;Thumb Up
84848;Zooming Out With Full Hand
16134;Swiping Right
63568;Swiping Left
12976;Zooming Out With Full Hand
36909;No gesture
111934;Thumb Down
108422;Zooming In With Full Hand
101211;Swiping Left
118421;Swiping Right
67419;Zooming In With Full Hand
61443;No gesture
53782;Thumb Down
142571;Thumb Down
66924;Thumb Down
4277;Zooming In With Full Hand
46553;Thumb Up
147541;Thumb Up
101867;No gesture
74740;No gesture
45329;Thumb Down
141336;Zooming In With Full Hand
104988;No gesture
47719;Swiping Right
42727;Zooming Out With Full Hand
82034;Zooming Out With Full Hand
101930;Thumb Down
79156;Thumb Down
3935;No gesture
143091;Zooming Out With Full Hand
43012;No gesture
31536;Thumb Up
26783;No gesture
114456;Swiping Right
47590;Thumb Down
122465;Thumb Up
133267;Swiping Right
133583;Zooming In With Full Hand
124142;Swiping Left
41231;Swiping Right
91537;No gesture
86416;Swiping Left
81411;Zooming In With Full Hand
98279;Swiping Right
82369;Swiping Left
93540;Thumb Down
129499;Zooming In With Full Hand
80620;Thumb Down
90812;Thumb Down
69358;Zooming Out With Full Hand
6945;Swiping Left
101492;Swiping Left
113674;Thumb Up
136692;Zooming Out With Full Hand
29780;Swiping Left
72425;Thumb Up
97162;Swiping Left
91005;Zooming Out With Full Hand
54102;Thumb Down
85405;No gesture
55975;Zooming In With Full Hand
16851;No gesture
5840;No gesture
140311;Thumb Up
72023;Swiping Left
47781;Swiping Left
144905;Thumb Up
115286;Swiping Left
36699;Zooming In With Full Hand
66645;Zooming Out With Full Hand
139192;Zooming In With Full Hand
6703;Zooming Out With Full Hand
27000;Thumb Down
65821;No gesture
44173;No gesture
147071;Thumb Up
118427;Thumb Down
63774;Thumb Down
106583;No gesture
127348;Swiping Left
6369;Swiping Left
8896;Thumb Up
106173;No gesture
144124;Swiping Left
118969;Zooming In With Full Hand
31005;Swiping Left
146049;Swiping Right
115725;Zooming In With Full Hand
20010;Zooming In With Full Hand
59414;No gesture
105918;Zooming Out With Full Hand
26873;Swiping Left
31339;Swiping Right
98311;No gesture
97405;Swiping Left
37403;Swiping Left
11774;Swiping Right
128363;No gesture
92675;Thumb Down
94186;Swiping Right
15602;Thumb Up
92642;Thumb Up
7236;Thumb Up
52429;Swiping Left
29281;Thumb Down
53147;Zooming Out With Full Hand
74110;Zooming Out With Full Hand
35990;No gesture
49401;Zooming Out With Full Hand
109550;Swiping Left
56467;Zooming Out With Full Hand
100877;Swiping Right
1157;Thumb Up
87186;Swiping Left
99503;Zooming Out With Full Hand
121303;Swiping Right
142715;Swiping Right
48551;Zooming Out With Full Hand
49987;Thumb Up
119369;No gesture
116975;Swiping Right
28146;Swiping Right
103777;Zooming Out With Full Hand
107504;Zooming In With Full Hand
49560;Thumb Up
116751;Zooming In With Full Hand
11420;Thumb Down
128016;Swiping Left
5670;Swiping Right
74103;Zooming In With Full Hand
141539;Swiping Left
123914;Swiping Right
31892;No gesture
57727;Thumb Down
11411;Thumb Down
110005;Swiping Right
49055;Zooming In With Full Hand
90776;No gesture
77079;Zooming Out With Full Hand
91395;Zooming In With Full Hand
133766;Thumb Down
31159;Swiping Right
124014;No gesture
112721;Zooming In With Full Hand
125400;Thumb Down
35254;Swiping Right
45898;No gesture
138191;Swiping Right
112143;Zooming In With Full Hand
29111;No gesture
97253;No gesture
40164;Zooming In With Full Hand
6233;Swiping Left
123172;Swiping Left
50861;Zooming Out With Full Hand
51013;Swiping Right
45069;Zooming Out With Full Hand
47890;Zooming Out With Full Hand
62938;Swiping Right
51000;Thumb Down
50509;Thumb Down
30362;Thumb Down
142068;Zooming In With Full Hand
41481;Zooming In With Full Hand
19577;No gesture
51969;Zooming In With Full Hand
23498;Swiping Right
63121;No gesture
63651;Zooming Out With Full Hand
125217;Zooming In With Full Hand
12205;Zooming In With Full Hand
53861;Swiping Right
47674;Swiping Right
52311;Thumb Down
145768;Zooming In With Full Hand
146196;No gesture
65798;Thumb Down
2827;Zooming Out With Full Hand
49438;Zooming In With Full Hand
11015;Swiping Left
31475;Thumb Down
141227;Thumb Up
137298;Swiping Left
36062;Swiping Left
138767;Swiping Right
122538;Zooming Out With Full Hand
58774;Thumb Up
4469;No gesture
83889;Swiping Left
87318;Swiping Right
103945;Swiping Left
2654;Thumb Up
57424;Zooming Out With Full Hand
143179;No gesture
88706;Zooming In With Full Hand
59260;Thumb Down
15051;Zooming Out With Full Hand
110868;Thumb Up
134287;Thumb Up
117928;Swiping Left
54372;Zooming In With Full Hand
118722;Zooming Out With Full Hand
53341;Swiping Right
6708;Swiping Left
80908;Zooming Out With Full Hand
143717;Zooming Out With Full Hand
147402;No gesture
70161;Zooming In With Full Hand
73100;Thumb Down
80984;Zooming Out With Full Hand
11376;Swiping Left
12312;Zooming Out With Full Hand
71504;Zooming In With Full Hand
66633;Thumb Down
107152;Zooming Out With Full Hand
125715;Zooming Out With Full Hand
136457;Swiping Left
111957;Zooming Out With Full Hand
53305;Zooming In With Full Hand
57664;Zooming In With Full Hand
63418;No gesture
61393;Zooming In With Full Hand
71890;Zooming In With Full Hand
24745;Zooming In With Full Hand
128032;Thumb Up
74767;Thumb Down
139050;Zooming In With Full Hand
127024;Zooming Out With Full Hand
20563;Zooming Out With Full Hand
94094;Thumb Down
107191;Thumb Down
146173;No gesture
66697;Swiping Left
9901;No gesture
64936;Zooming In With Full Hand
129864;Thumb Up
98629;Zooming Out With Full Hand
34069;Zooming Out With Full Hand
17629;Swiping Left
18891;Thumb Down
114518;Thumb Up
28212;Zooming In With Full Hand
144700;Zooming Out With Full Hand
28240;No gesture
8489;Thumb Up
13243;No gesture
80082;Zooming In With Full Hand
12773;Thumb Down
36592;No gesture
141298;Thumb Down
139466;Zooming Out With Full Hand
72006;Zooming Out With Full Hand
124972;Thumb Down
125700;Swiping Right
139091;Thumb Up
33652;Zooming In With Full Hand
126292;Thumb Up
120263;No gesture
81605;Zooming Out With Full Hand
120272;Thumb Down
116518;No gesture
27789;No gesture
202;Thumb Down
140300;Zooming In With Full Hand
92932;Thumb Down
94261;Swiping Right
85171;No gesture
87748;Thumb Up
78310;Zooming Out With Full Hand
88320;Swiping Right
19776;Thumb Down
114962;Swiping Left
73681;Swiping Left
54422;No gesture
1970;Thumb Down
61796;Swiping Left
94104;Swiping Left
57707;Zooming In With Full Hand
6317;Zooming In With Full Hand
9728;Swiping Left
43170;Thumb Up
13220;Thumb Up
77203;Swiping Right
40454;Thumb Down
130606;Zooming In With Full Hand
90498;Swiping Right
64487;Thumb Down
75888;Zooming In With Full Hand
133438;Swiping Left
91221;No gesture
6958;No gesture
94917;Swiping Left
2145;Zooming In With Full Hand
71435;Swiping Right
111168;Zooming Out With Full Hand
35725;No gesture
92871;Thumb Down
7124;No gesture
60356;Thumb Up
63079;Swiping Left
97391;Swiping Right
89233;Zooming In With Full Hand
28089;Thumb Up
16101;No gesture
123043;Swiping Left
70489;Zooming In With Full Hand
1217;Thumb Down
127083;Thumb Down
48665;Zooming In With Full Hand
136742;No gesture
94508;Zooming Out With Full Hand
64541;Thumb Down
115191;Swiping Right
33427;Thumb Down
119492;Thumb Up
11787;No gesture
59298;No gesture
128005;No gesture
88624;Thumb Up
4979;Swiping Right
55239;Swiping Left
93493;Zooming Out With Full Hand
118492;Swiping Left
21624;No gesture
41437;Swiping Right
115779;Zooming In With Full Hand
14147;No gesture
80008;No gesture
76738;Swiping Left
11872;Swiping Left
59360;Thumb Down
17360;Zooming Out With Full Hand
1311;Zooming In With Full Hand
35726;Zooming In With Full Hand
96979;Thumb Up
143980;Thumb Up
78031;No gesture
32357;Swiping Right
35847;Swiping Right
63776;Swiping Right
139049;Zooming Out With Full Hand
48561;No gesture
134220;Thumb Up
126123;Thumb Up
5121;Thumb Up
19190;Zooming Out With Full Hand
137166;Thumb Up
123715;Zooming In With Full Hand
120271;Thumb Down
8892;Swiping Right
40962;Thumb Up
137604;Swiping Right
65539;Zooming Out With Full Hand
8165;Thumb Up
67066;No gesture
95093;Thumb Down
1969;Thumb Up
132023;Zooming Out With Full Hand
104344;Zooming In With Full Hand
29855;Zooming Out With Full Hand
77042;Swiping Left
103329;Thumb Up
49467;No gesture
120709;Zooming In With Full Hand
47428;Thumb Down
57186;Swiping Left
42048;Zooming Out With Full Hand
144889;Swiping Left
55078;Thumb Down
65068;No gesture
93089;Zooming Out With Full Hand
127753;Zooming In With Full Hand
45879;Swiping Right
91331;Thumb Up
31507;Zooming In With Full Hand
126541;Thumb Down
123487;Zooming In With Full Hand
21691;Swiping Left
22619;No gesture
16613;Zooming In With Full Hand
26328;Swiping Left
2487;Swiping Right
89265;Zooming Out With Full Hand
51981;Thumb Down
145504;Swiping Left
108952;Swiping Right
26179;Thumb Down
82824;Zooming In With Full Hand
129856;Swiping Right
71886;Thumb Down
17648;Swiping Right
20291;Zooming In With Full Hand
456;No gesture
9525;Zooming Out With Full Hand
14667;Swiping Right
92576;Swiping Right
20501;Swiping Left
145492;Zooming Out With Full Hand
135731;Zooming Out With Full Hand
114724;Thumb Up
43843;Swiping Right
21850;Thumb Up
62657;Zooming Out With Full Hand
64303;Zooming In With Full Hand
63700;Thumb Up
61724;Zooming Out With Full Hand
87271;Zooming In With Full Hand
45696;Thumb Down
75774;Swiping Right
40218;Swiping Right
20533;Swiping Right
6029;Thumb Down
193;Thumb Down
118906;Swiping Left
112487;Thumb Down
101433;No gesture
27381;Thumb Up
95155;No gesture
132851;Zooming Out With Full Hand
8962;Swiping Left
88102;Thumb Down
33616;No gesture
74682;No gesture
17969;No gesture
104737;Swiping Right
55913;Zooming In With Full Hand
61756;Thumb Down
5273;No gesture
35337;Thumb Up
126724;Swiping Left
103657;Thumb Up
16813;No gesture
36994;Zooming Out With Full Hand
76593;Swiping Right
74023;No gesture
49633;Thumb Down
46404;Swiping Right
52250;Swiping Left
11229;Zooming Out With Full Hand
63052;Swiping Left
54436;No gesture
146164;Zooming In With Full Hand
16777;Zooming Out With Full Hand
144423;Swiping Right
26870;Zooming In With Full Hand
92375;Thumb Down
120981;Thumb Up
32944;Swiping Left
53337;No gesture
108844;Swiping Left
139483;Zooming In With Full Hand
114503;Thumb Down
68985;Zooming Out With Full Hand
121193;Zooming In With Full Hand
127291;Zooming In With Full Hand
41168;Zooming In With Full Hand
76174;Swiping Right
122861;Zooming Out With Full Hand
35615;Zooming In With Full Hand
71262;No gesture
132528;Swiping Right
92084;Zooming Out With Full Hand
25851;Zooming In With Full Hand
54835;Swiping Left
81058;Zooming Out With Full Hand
87370;Thumb Up
91131;Thumb Down
100058;Thumb Up
126366;Zooming In With Full Hand
109043;Zooming In With Full Hand
7376;Swiping Left
81224;Thumb Up
102124;Zooming In With Full Hand
81746;Thumb Down
85593;Zooming Out With Full Hand
17443;Thumb Down
131079;Zooming In With Full Hand
138989;Swiping Left
25530;Swiping Right
38559;No gesture
48034;Thumb Up
16139;No gesture
61431;Swiping Right
120495;Zooming In With Full Hand
29092;Zooming In With Full Hand
10569;No gesture
125936;Swiping Right
139667;Zooming Out With Full Hand
62117;Swiping Left
134237;Swiping Left
45893;Zooming Out With Full Hand
83374;Thumb Up
46465;Thumb Down
85363;Zooming In With Full Hand
73437;Thumb Down
74007;Thumb Down
28299;Swiping Right
117956;Swiping Right
44417;Swiping Left
134881;No gesture
103113;Swiping Left
64981;Thumb Up
130214;Swiping Right
104112;Zooming In With Full Hand
105731;Thumb Down
66511;Swiping Right
87185;Swiping Left
48398;Thumb Up
53990;Thumb Up
5902;No gesture
138606;Thumb Up
101148;Swiping Right
106837;Zooming In With Full Hand
69351;Zooming Out With Full Hand
8134;Thumb Down
143856;Thumb Down
78542;Thumb Up
68133;Swiping Left
127903;Thumb Down
25175;Swiping Left
34920;Zooming Out With Full Hand
44566;Swiping Right
1318;Zooming Out With Full Hand
49918;Zooming In With Full Hand
24482;Thumb Down
126807;Zooming In With Full Hand
101349;No gesture
120773;Thumb Down
57586;Swiping Left
